ActionGeo_Fullname (52)	ActionGeo_Lat (56)	ActionGeo_Long (57)	Actor1Name (6)	Actor1Geo_Fullname (36)	Actor2Name (16)	Actor2Geo_Fullname (44)	EventCode (26)	QuadClass  (29)	AvgTone (34)	SourceURL (60)
"New Hampshire, United States"	21.4267	39.8261			POLICE	"New Hampshire, United States"	Make a visit	Material Cooperation	-4.4776	http://nh1.com/news/update-vermont-police-concerned-missing-teen-coul
"Kanawha, West Virginia, United States"	23.7231	90.4086	APPELLATE COURT	"Kanawha, West Virginia, United States"			"Engage in diplomatic cooperation, not specified below"	Verbal Cooperation	-4.5381	https://www.theet.com/news/free/supreme-court-stops-injunction-blocking-right-to-work-law/article_a130b6d5-7ef6-5276-bec5-abc2a530b46c.html
"Kanawha, West Virginia, United States"	21.4267	39.8261	SUPREME COURT	"Kanawha, West Virginia, United States"			"Express intent to cooperate, not specified below"	Verbal Cooperation	-4.5381	https://www.theet.com/news/free/supreme-court-stops-injunction-blocking-right-to-work-law/article_a130b6d5-7ef6-5276-bec5-abc2a530b46c.html
"West Virginia, United States"	39.0194	125.755	SUPREME COURT	"West Virginia, United States"			"Make an appeal or request, not specified below"	Verbal Cooperation	-4.5381	https://www.theet.com/news/free/supreme-court-stops-injunction-blocking-right-to-work-law/article_a130b6d5-7ef6-5276-bec5-abc2a530b46c.html
"Virginia, United States"	45.8108	-94.5714	UNITED STATES	"Virginia, United States"	VIRGINIA	"Charlottesville, Virginia, United States"	Host a visit	Verbal Cooperation	-4.5714	http://www.wdbj7.com/content/news/Police-prepare-for-Confederate-Monument-Rally-this-weekend-444764533.html
"Charlottesville, Virginia, United States"	45.8108	-94.5714	VIRGINIA	"Charlottesville, Virginia, United States"	POLICE	"Charlottesville, Virginia, United States"	Host a visit	Material Conflict	-4.5714	http://www.wdbj7.com/content/news/Police-prepare-for-Confederate-Monument-Rally-this-weekend-444764533.html
Norway	36.2028	37.1586	RUSSIA	Norway			"Use conventional military force, not specified below"	Material Conflict	-4.5822	https://www.hltv.org/forums/threads/1573339/overrated-cs-nation
"Franklin County, Georgia, United States"	36.2028	37.1586	POLICE	"Franklin County, Georgia, United States"	UNITED STATES	"Franklin County, Georgia, United States"	"Use conventional military force, not specified below"	Verbal Cooperation	-4.6296	http://wspa.com/2017/09/15/anderson-co-carjacking-suspect-captured-in-ga/
"New York, United States"	36.2028	37.1586	CRIMINAL	"New York, United States"	VERMONT	"New York, United States"	"Use conventional military force, not specified below"	Material Cooperation	-4.6512	http://www.mychamplainvalley.com/news/vermont-man-accused-of-luring-minor-through-an-app/812242412
"New York, United States"	8	1.166667	POLICE	"New York, United States"			Host a visit	Verbal Cooperation	-4.6512	http://www.mychamplainvalley.com/news/vermont-man-accused-of-luring-minor-through-an-app/812242412
"Vermont, United States"	8	1.166667	POLICE	"Vermont, United States"			Make a visit	Material Conflict	-4.6512	http://www.mychamplainvalley.com/news/vermont-man-accused-of-luring-minor-through-an-app/812242412
"New York, United States"	8	1.166667	UNITED STATES	"Vermont, United States"			"Consult, not specified below"	Material Cooperation	-4.6512	http://www.mychamplainvalley.com/news/vermont-man-accused-of-luring-minor-through-an-app/812242412
"Vermont, United States"	8	1.166667	UNITED STATES	"Vermont, United States"			Engage in negotiation	Material Cooperation	-4.6512	http://www.mychamplainvalley.com/news/vermont-man-accused-of-luring-minor-through-an-app/812242412
"Vermont, United States"	8	1.166667			POLICE	"Vermont, United States"	Make a visit	Material Cooperation	-4.6512	http://www.mychamplainvalley.com/news/vermont-man-accused-of-luring-minor-through-an-app/812242412
"Missouri, United States"	8	1.166667	AUSTIN	"Missouri, United States"	STAFF MEMBER	"Missouri, United States"	Host a visit	Verbal Cooperation	-4.7101	http://www.indiewire.com/2017/09/tim-league-apologizes-devin-faraci-1201877133/
"Missouri, United States"	13.1027	103.198	STAFF MEMBER	"Missouri, United States"	AUSTIN	"Missouri, United States"	"Make statement, not specified below"	Verbal Cooperation	-4.7101	http://www.indiewire.com/2017/09/tim-league-apologizes-devin-faraci-1201877133/
"Aleppo, ?alab, Syria"	21.4267	39.8261	ALEPPO	"Aleppo, ?alab, Syria"	GOVERNMENT	"Aleppo, ?alab, Syria"	Praise or endorse	Verbal Cooperation	-4.7572	http://www.macarthuradvertiser.com.au/story/4908428/students-powerful-essay-impresses-judges/?cs=4120
"Aleppo, ?alab, Syria"	-20	-175	ALEPPO	"Aleppo, ?alab, Syria"	SYRIAN	"Aleppo, ?alab, Syria"	"Arrest, detain, or charge with legal action"	Verbal Cooperation	-4.7572	http://www.macarthuradvertiser.com.au/story/4908428/students-powerful-essay-impresses-judges/?cs=4120
"Aleppo, ?alab, Syria"	41.6772	-71.5101	GOVERNMENT	"Aleppo, ?alab, Syria"	ALEPPO	"Aleppo, ?alab, Syria"	Engage in mass killings	Verbal Cooperation	-4.7572	http://www.macarthuradvertiser.com.au/story/4908428/students-powerful-essay-impresses-judges/?cs=4120
"Aleppo, ?alab, Syria"	34	9	SYRIAN	"Aleppo, ?alab, Syria"	ALEPPO	"Aleppo, ?alab, Syria"	Engage in mass killings	Verbal Cooperation	-4.7572	http://www.macarthuradvertiser.com.au/story/4908428/students-powerful-essay-impresses-judges/?cs=4120
"Sproul Plaza, California, United States"	39.9272	32.8644	SPOKESMAN	"Sproul Plaza, California, United States"			"Express intent to cooperate, not specified below"	Material Conflict	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Sproul Plaza, California, United States"	39	35	SPOKESMAN	"Sproul Plaza, California, United States"			Demand release of persons or property	Material Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Sproul Plaza, California, United States"	39.9272	32.8644	SPOKESMAN	"Sproul Plaza, California, United States"	UNITED STATES	"Sproul Plaza, California, United States"	Mobilize or increase armed forces	Material Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Sproul Plaza, California, United States"	39.9272	32.8644	SPOKESMAN	"Sproul Plaza, California, United States"	UNITED STATES	"Sproul Plaza, California, United States"	"Return, release, not specified below"	Material Conflict	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Saratoga, California, United States"	39.9272	32.8644	STUDENT	"Saratoga, California, United States"			"Return, release, not specified below"	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Saratoga, California, United States"	46	2	STUDENT	"Saratoga, California, United States"	POLICE	"Saratoga, California, United States"	"Return, release, not specified below"	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Saratoga, California, United States"	39.9272	32.8644	STUDENT	"Saratoga, California, United States"	POLICE	"Berkeley, California, United States"	"Engage in material cooperation, not specified below"	Material Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Berkeley, California, United States"	39.9272	32.8644	STUDENT	"Berkeley, California, United States"	POLICE	"Berkeley, California, United States"	"Engage in material cooperation, not specified below"	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Sproul Plaza, California, United States"	36.17	-119.746	UNITED STATES	"Sproul Plaza, California, United States"			Praise or endorse	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"White House, District of Columbia, United States"	36.17	-119.746	UNITED STATES	"White House, District of Columbia, United States"			Praise or endorse	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Sproul Plaza, California, United States"	51.5	-0.116667	UNITED STATES	"Sproul Plaza, California, United States"			"Use conventional military force, not specified below"	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Sproul Plaza, California, United States"	38.8951	-77.0364	UNITED STATES	"Sproul Plaza, California, United States"			"Use conventional military force, not specified below"	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Sproul Plaza, California, United States"	14.6042	120.982	UNITED STATES	"Sproul Plaza, California, United States"	UNITED STATES	"Sproul Plaza, California, United States"	"Make statement, not specified below"	Material Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Sproul Plaza, California, United States"	-12.05	-77.05	UNITED STATES	"Sproul Plaza, California, United States"	UNITED STATES	"Sproul Plaza, California, United States"	"Make statement, not specified below"	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"Saratoga, California, United States"	51.5	10.5			UNITED STATES	"Saratoga, California, United States"	Receive inspectors	Verbal Cooperation	-4.8011	https://patch.com/california/berkeley/ben-shapiro-uc-berkeley-9-arrests
"London, London, City of, United Kingdom"	18.5333	73.8667	PRIME MINISTER	"London, London, City of, United Kingdom"	UNITED KINGDOM	"London, London, City of, United Kingdom"	"Make statement, not specified below"	Verbal Cooperation	-4.9145	http://www.msn.com/en-gb/news/uknews/parsons-green-attack-uk-terror-threat-level-raised-to-critical-after-isis-cell-claims-responsibility-for-tube-train-bombing/ar-AArZnFe
"Parsons Green, Hammersmith and Fulham, United Kingdom"	45.5	-73.5833	PRIME MINISTER	"Parsons Green, Hammersmith and Fulham, United Kingdom"	BRITAIN	"Parsons Green, Hammersmith and Fulham, United Kingdom"	"Make statement, not specified below"	Material Cooperation	-4.9145	http://www.msn.com/en-gb/news/uknews/parsons-green-attack-uk-terror-threat-level-raised-to-critical-after-isis-cell-claims-responsibility-for-tube-train-bombing/ar-AArZnFe
"Parsons Green, Hammersmith and Fulham, United Kingdom"	44.0805	-103.231	PRIME MINISTER	"Parsons Green, Hammersmith and Fulham, United Kingdom"	BRITAIN	"Parsons Green, Hammersmith and Fulham, United Kingdom"	"Make statement, not specified below"	Verbal Cooperation	-4.9145	http://www.msn.com/en-gb/news/uknews/parsons-green-attack-uk-terror-threat-level-raised-to-critical-after-isis-cell-claims-responsibility-for-tube-train-bombing/ar-AArZnFe
	37.768	-78.2057	PRESIDENT		MEDIA		"Make statement, not specified below"	Verbal Cooperation	-4.9383	http://punchng.com/ezekwesili-fires-back-at-shehu-over-ipob-comment/
	34.1722	-118.379	DEPUTY				"Make statement, not specified below"	Verbal Cooperation	-4.9853	http://kuow.org/post/king-county-calls-de-escalation-training-all-deputies
Canada	39.6755	-105.523	LIVERPOOL	Canada			"Make statement, not specified below"	Verbal Cooperation	-5.0847	http://home.nzcity.co.nz/news/article.aspx?id=255739
"Abuja, Abuja Federal Capital Territory, Nigeria"	48.1925	-112.499	NIGERIA	"Abuja, Abuja Federal Capital Territory, Nigeria"			"Make statement, not specified below"	Verbal Cooperation	-5.1282	http://punchng.com/31-die-in-lagos-ibadan-expressway-auto-crash/
"Abuja, Abuja Federal Capital Territory, Nigeria"	39.6333	-105.267	NIGERIA	"Abuja, Abuja Federal Capital Territory, Nigeria"			"Make statement, not specified below"	Verbal Cooperation	-5.1282	http://punchng.com/31-die-in-lagos-ibadan-expressway-auto-crash/
"Abuja, Abuja Federal Capital Territory, Nigeria"	38.3566	-121.988	SPOKESMAN	"Abuja, Abuja Federal Capital Territory, Nigeria"	ABUJA	"Abuja, Abuja Federal Capital Territory, Nigeria"	"Make statement, not specified below"	Verbal Cooperation	-5.1282	http://punchng.com/31-die-in-lagos-ibadan-expressway-auto-crash/
Japan	38.889	-77.0003	BOEING	Japan	GREECE	Japan	"Make statement, not specified below"	Verbal Cooperation	-5.1418	https://everything2.com/user/sekicho/writeups/TWA+Flight+800
"Athens, AttikíR, Greece"	38.889	-77.0003	GREECE	"Athens, AttikíR, Greece"	BOEING	"Athens, AttikíR, Greece"	"Make statement, not specified below"	Verbal Cooperation	-5.1418	https://everything2.com/user/sekicho/writeups/TWA+Flight+800
Japan	36.5926	-78.6161			PARIS	Japan	"Make statement, not specified below"	Verbal Cooperation	-5.1418	https://everything2.com/user/sekicho/writeups/TWA+Flight+800
Iraq	27.8333	-81.717	CANADA	"Montreal, Quebec, Canada"	SENATE	"Montreal, Quebec, Canada"	Make pessimistic comment	Verbal Cooperation	-5.2632	https://www.insidebelleville.com/news-story/7558200-update-collision-near-morganston-claims-life-of-man/
"Montreal, Quebec, Canada"	34.1722	-118.379	IRAQ	"Montreal, Quebec, Canada"	CANADA	"Paris, France (general), France"	Make pessimistic comment	Verbal Cooperation	-5.2632	https://www.insidebelleville.com/news-story/7558200-update-collision-near-morganston-claims-life-of-man/
"Charlottesville, Virginia, United States"	44.0805	-103.231	UNITED STATES	"Charlottesville, Virginia, United States"	POLICE	"Charlottesville, Virginia, United States"	"Make an appeal or request, not specified below"	Verbal Cooperation	-5.3004	http://www.sidneyherald.com/opinion/editorials/how-to-avoid-another-charlottesville/article_7a7a102a-9a66-11e7-b755-1367550ee74f.html
"Metro Manila, Philippines (general), Philippines"	44.0805	-103.231	COMMUNITY	"Cavite, Cavite City, Philippines"	GOVERNMENT	"Metro Manila, Philippines (general), Philippines"	"Make an appeal or request, not specified below"	Verbal Cooperation	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Metro Manila, Philippines (general), Philippines"	27.8333	-81.717	COMMUNITY	"Metro Manila, Philippines (general), Philippines"	GOVERNMENT	"Metro Manila, Philippines (general), Philippines"	"Make an appeal or request, not specified below"	Verbal Cooperation	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Cavite, Cavite City, Philippines"	36.7477	-119.772	PHILIPPINE	"Cavite, Cavite City, Philippines"			"Make an appeal or request, not specified below"	Verbal Cooperation	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Cavite, Cavite City, Philippines"	40.8812	-73.9174	PHILIPPINE	"Cavite, Cavite City, Philippines"			"Make an appeal or request, not specified below"	Verbal Cooperation	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Philippine, Benguet, Philippines"	42.1497	-74.9384	PHILIPPINE	"Philippine, Benguet, Philippines"	PHILIPPINE	"Philippine, Benguet, Philippines"	"Make an appeal or request, not specified below"	Verbal Cooperation	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Philippine, Benguet, Philippines"	46.9048	-110.326	PHILIPPINE	"Philippine, Benguet, Philippines"	PHILIPPINE	"Philippine, Benguet, Philippines"	"Appeal for aid, not specified below"	Verbal Cooperation	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Philippine, Benguet, Philippines"	35.7721	-78.6386	TELEVISION	"Philippine, Benguet, Philippines"			Appeal for economic aid	Verbal Cooperation	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Metro Manila, Philippines (general), Philippines"	35.7721	-78.6386			SCHOOL	"Cavite, Cavite City, Philippines"	Appeal for economic aid	Verbal Cooperation	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Metro Manila, Philippines (general), Philippines"	38.8951	-77.0364			SCHOOL	"Metro Manila, Philippines (general), Philippines"	Appeal to others to meet or negotiate	Verbal Conflict	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Cavite, Cavite City, Philippines"	48.8667	2.33333			ADMINISTRATION	"Cavite, Cavite City, Philippines"	Express intent to meet or negotiate	Verbal Conflict	-5.5109	http://m.philstar.com/314191/show/0da82f2af73281d8e82af551f27bb553?t=vpceq6hn8sbgkp78nekkskp545
"Chibok, Borno, Nigeria"	37.2958	-80.0554	BISHOP	"Chibok, Borno, Nigeria"	MILITARY PERSONNEL	"Chibok, Borno, Nigeria"	Express intent to meet or negotiate	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	30.6413	-96.3541	CATHOLIC BISHOP	"Taraba State, Taraba, Nigeria"			Express intent to meet or negotiate	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Borno State, Borno, Nigeria"	39.2333	-95.0336	CATHOLIC BISHOP	"Borno State, Borno, Nigeria"	NEWSPAPER	"Borno State, Borno, Nigeria"	Express intent to meet or negotiate	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	40.1135	-111.854	CATHOLIC BISHOP	"Taraba State, Taraba, Nigeria"	NEWSPAPER	"Taraba State, Taraba, Nigeria"	Express intent to meet or negotiate	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Borno State, Borno, Nigeria"	42.2836	-85.612	CATHOLIC BISHOP	"Borno State, Borno, Nigeria"	NIGERIA	"Borno State, Borno, Nigeria"	"Consult, not specified below"	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	37.8716	-122.273	CATHOLIC BISHOP	"Taraba State, Taraba, Nigeria"	NIGERIA	"Taraba State, Taraba, Nigeria"	"Consult, not specified below"	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	28.0939	-97.2147	CIVILIAN	"Taraba State, Taraba, Nigeria"	PRESIDENT	"Taraba State, Taraba, Nigeria"	Make a visit	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	41.6772	-71.5101	CIVILIAN	"Taraba State, Taraba, Nigeria"	PRESIDENT	"Taraba State, Taraba, Nigeria"	Make a visit	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	35.7721	-78.6386	CIVILIAN	"Taraba State, Taraba, Nigeria"	NIGERIA	"Taraba State, Taraba, Nigeria"	Host a visit	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Borno State, Borno, Nigeria"	38.3566	-121.988	GOVERNMENT	"Borno State, Borno, Nigeria"	HEAD OF STATE	"Borno State, Borno, Nigeria"	Host a visit	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	45.8108	-94.5714	GOVERNMENT	"Taraba State, Taraba, Nigeria"	HEAD OF STATE	"Taraba State, Taraba, Nigeria"	Host a visit	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	42.1497	-74.9384	GOVERNMENT	"Taraba State, Taraba, Nigeria"	HEAD OF STATE	"Taraba State, Taraba, Nigeria"	Host a visit	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	38.3566	-121.988	NIGERIA	"Taraba State, Taraba, Nigeria"			Host a visit	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Borno State, Borno, Nigeria"	38.5816	-121.494	NIGERIA	"Borno State, Borno, Nigeria"			"Engage in diplomatic cooperation, not specified below"	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	45.5	-73.5833	NIGERIA	"Taraba State, Taraba, Nigeria"	PRESIDENT	"Taraba State, Taraba, Nigeria"	Praise or endorse	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	39.9523	-75.1638	NIGERIA	"Taraba State, Taraba, Nigeria"	PRESIDENT	"Taraba State, Taraba, Nigeria"	Praise or endorse	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	39.6755	-105.523	PRESIDENT	"Taraba State, Taraba, Nigeria"			Praise or endorse	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	48.1925	-112.499	PRESIDENT	"Taraba State, Taraba, Nigeria"			Praise or endorse	Material Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	37.8494	-94.9723	PRESIDENT	"Taraba State, Taraba, Nigeria"	NIGERIA	"Taraba State, Taraba, Nigeria"	Praise or endorse	Verbal Conflict	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Taraba State, Taraba, Nigeria"	48.1925	-112.499	PRESIDENT	"Taraba State, Taraba, Nigeria"	NIGERIA	"Taraba State, Taraba, Nigeria"	Praise or endorse	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
"Borno State, Borno, Nigeria"	38.4851	-78.625	WEBSITE	"Borno State, Borno, Nigeria"			Rally support on behalf of	Verbal Cooperation	-5.5249	http://punchng.com/catholic-bishops-attack-buhari-accuse-him-of-failed-promises/
China	39.1949	-78.1935	CHINA	China			Rally support on behalf of	Verbal Conflict	-5.5556	http://forextv.com/bitcoin-news/bitcoin-sinks-as-china-said-to-order-exchange-halt-this-month/
	36.17	-119.746	CONGRESS				Apologize	Verbal Conflict	-5.5556	http://www.business-standard.com/article/news-ani/congress-terms-cbi-probe-in-ryan-murder-case-as-late-decision-117091600116_1.html
	34.0983	-118.327	HARYANA				"Provide aid, not specified below"	Verbal Conflict	-5.5556	http://www.business-standard.com/article/news-ani/congress-terms-cbi-probe-in-ryan-murder-case-as-late-decision-117091600116_1.html
"Vancouver, British Columbia, Canada"	32.4132	-84.9605	JUDGE	"Vancouver, British Columbia, Canada"			"Provide aid, not specified below"	Verbal Conflict	-5.6034	http://www.standard-freeholder.com/2017/09/15/former-cornwallite-handed-a-four-year-sentence-for-sexual-assault-threats
"Berkeley, California, United States"	34.0983	-118.327	POLICE	"Berkeley, California, United States"	COLLEGE	"Berkeley, California, United States"	"Provide aid, not specified below"	Verbal Conflict	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	38.4623	-92.302	POLICE	"Berkeley, California, United States"	COLLEGE	"Berkeley, California, United States"	Provide economic aid	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	39.0639	-108.551	SCHOOL	"Zellerbach Hall, California, United States"			Provide military aid	Verbal Conflict	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	44.2394	-114.51	SCHOOL	"Berkeley, California, United States"			Accede to demands for change in leadership	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Zellerbach Hall, California, United States"	39.7392	-104.985	SCHOOL	"Zellerbach Hall, California, United States"	UNITED STATES	"Zellerbach Hall, California, United States"	"Return, release, not specified below"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	39.7392	-104.985	SCHOOL	"Zellerbach Hall, California, United States"	UNITED STATES	"Berkeley, California, United States"	"Return, release, not specified below"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	23	-102	SCHOOL	"Berkeley, California, United States"	AMERICAN	"Berkeley, California, United States"	"Return, release, not specified below"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	37.768	-78.2057	UNITED STATES	"Berkeley, California, United States"			"Return, release, not specified below"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	42.5667	-88.0501	UNITED STATES	"Berkeley, California, United States"			"Return, release person(s)"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	37.7672	-122.248	UNITED STATES	"Berkeley, California, United States"	POLICE	"Berkeley, California, United States"	Retreat or surrender militarily	Verbal Conflict	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	41.0186	28.9647	UNITED STATES	"Berkeley, California, United States"	SCHOOL	"Berkeley, California, United States"	"Investigate, not specified below"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	39.9612	-82.9988	UNITED STATES	"Berkeley, California, United States"	ADMINISTRATION	"Berkeley, California, United States"	"Investigate, not specified below"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	35.7449	-86.7489			ADMINISTRATION	"Berkeley, California, United States"	"Investigate, not specified below"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Berkeley, California, United States"	30.1766	-85.8055			UNITED STATES	"Berkeley, California, United States"	"Disapprove, not specified below"	Verbal Cooperation	-5.6586	https://www.lifesitenews.com/news/ben-shapiro-at-uc-berkeley-slams-left-for-conflating-speech-with-violence
"Missouri, United States"	32.9866	-83.6487	UNITED STATES	"Missouri, United States"			"Disapprove, not specified below"	Verbal Cooperation	-5.6769	http://www.indiewire.com/2017/09/three-billboards-fantastic-fest-devin-faraci-1201877097/
"California, United States"	37.8716	-122.273	CALIFORNIA	"California, United States"			"Accuse, not specified below"	Verbal Cooperation	-5.7823	http://www.politico.com/story/2017/09/15/california-assembly-congress-censure-trump-242795
"California, United States"	38.4623	-92.302	CALIFORNIA	"California, United States"	CONGRESS	"California, United States"	"Engage in political dissent, not specified below"	Verbal Cooperation	-5.7823	http://www.politico.com/story/2017/09/15/california-assembly-congress-censure-trump-242795
"California, United States"	38.4623	-92.302	CALIFORNIA	"California, United States"	CONGRESS	"California, United States"	"Demonstrate or rally, not specified below"	Verbal Cooperation	-5.7823	http://www.politico.com/story/2017/09/15/california-assembly-congress-censure-trump-242795
Pakistan	31.1801	-91.8749	POLICE	Germany			"Reduce relations, not specified below"	Verbal Cooperation	-5.7915	http://indiatoday.intoday.in/story/nigerians-remanded-to-police-custody-in-cheating-case/1/1049060.html
Pakistan	38.4199	-117.122	POLICE	Pakistan			"Reduce relations, not specified below"	Verbal Cooperation	-5.7915	http://indiatoday.intoday.in/story/nigerians-remanded-to-police-custody-in-cheating-case/1/1049060.html
